FID,aminity,lat,lon,name,addressline,type,info
ambulancie_ksk.fid--1024a340_187273c7313_-604c,Hospital,48.71383,21.251049,"Všeobecná ambulancia pre dospelých, MUDr.Mgr. Štefánia Ružičková,MHA, Košice-Juh, (FANMED, s. r. o.)","Kukučínova 108/23, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u0160tef\u00e1nia Ru\u017ei\u010dkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6048,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre deti a dorast, MUDr. Miriam Salzerová, Košice-Západ, (SALZER s.r.o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Miriam Salzerov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6047,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre deti a dorast, MUDr. Katarína Sedliaková, Košice-Juh, (KATSED s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Katar\u00edna Sedliakov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6043,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre dospelých, MUDr.Helena Širilová, Košice-Dargov.hrdinov, (Medix DH, s.r.o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Helena \u0160irilov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6041,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre deti a dorast, MUDr. Gabriela Semanová, Košice-Sídlisko KVP, (GAVAS s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Gabriela Semanov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6039,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre deti a dorast, MUDr. Jana Snopková, Košice-Západ, (MUDr. Snopková s.r.o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Jana Snopkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6037,Hospital,48.722642,21.252702,"Všeobecná ambulancia pre dospelých, MUDr. Etela Sokolová, Košice-Staré Mesto, (MUDr. Etela Sokolová)","Poštová 542/15, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Etela Sokolov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6036,Hospital,48.730431,21.240333,"Všeobecná ambulancia pre dospelých, MUDr. Ladislav Somogyi, Košice-Sever, (Ambulancia všeobecného lekára pre dospelých MUDr. Ladislav Somogyi, s. r. o.)","Hroncova 15/9, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Ladislav Somogyi ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-602f,Hospital,48.721874,21.25222,"Všeobecná ambulancia pre dospelých, MUDr. Eva Spurná, Košice-Staré Mesto, (GP Doctor s.r.o.)","Moyzesova 1035/32, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Eva Spurn\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-602e,Hospital,48.726566,21.245656,"Všeobecná ambulancia pre deti a dorast, MUDr. Janka Stašová, Košice-Staré Mesto, (STAJAMED s.r.o.)","Československej armády 1175/18, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Janka Sta\u0161ov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-602c,Hospital,48.718419,21.264905,"Všeobecná ambulancia pre dospelých, MUDr. Zuzana Prunyiová, Košice-Staré Mesto, (ZanaMed s.r.o.)","Protifašistických Bojovníkov 11, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Zuzana Prunyiov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-602a,Hospital,48.708961,21.25786,"Všeobecná ambulancia pre dospelých, MUDr. Katarína Straková, Košice-Juh, (AMBENE s.r.o.)","Smetanova 773/2, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Strakov\u00e1 Katar\u00edna ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6029,Hospital,48.744479,21.244842,"Všeobecná ambulancia pre dospelých, MUDr. Mária Szabariová, Košice-Sever, (AAAambulancia, s.r.o.)","Cesta pod Hradovou 802/13, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Szabariov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6024,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre dospelých, MUDr. Helga Závodníková, Košice-Juh, (MEDIPRO PLUS, s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Helga Z\u00e1vodn\u00edkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-601e,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre deti a dorast, MUDr. Jana Šefranková, Košice-Západ, (LIŠKOVÁ, MUDr., s.r.o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Jana \u0160efrankov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6019,Hospital,48.72161,21.261904,"Všeobecná ambulancia pre dospelých, MUDr. Patrícia Šimralová, Košice-Staré Mesto, (TACET s.r.o.)","Mlynská 898/26, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Patr\u00edcia \u0160imralov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6018,Hospital,48.727288,21.251547,"Všeobecná ambulancia pre dospelých, MUDr. Tatiana Korenová, Košice-Staré Mesto, (SH MED s.r.o.)","Strojárenská 3426/11, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Tatiana Korenov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6017,Hospital,48.735179,21.246073,"Všeobecná ambulancia pre dospelých, MUDr. Veronika Nováková, Košice-Sever, (MUDr.A, s.r.o.)","Urbánkova 1559/2, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Veronika Nov\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6016,Hospital,48.725391,21.250609,"Všeobecná ambulancia pre dospelých, MUDr. Peter Šoltýs, Košice-Staré Mesto, (Salus vitae s.r.o.)","Pri Jazdiarni 1010/1, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""\u0160olt\u00fds Peter MUDr. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6012,Hospital,48.726566,21.245656,"Všeobecná ambulancia pre dospelých, MUDr. Iveta Štofaníková, Košice-Staré Mesto, (MED - OAS s. r. o.)","Československej armády 1175/18, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Iveta \u0160tofan\u00edkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6011,Hospital,48.697108,21.221702,"Všeobecná ambulancia pre deti a dorast, Košice-Luník IX, (MUDr. Pavol Štroncer)","Krčméryho 435/4, 04011 Košice-Luník IX, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Pavol \u0160troncer ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6010,Hospital,48.726566,21.245656,"Všeobecná ambulancia pre dospelých, MUDr. Jarmila Šulcová, Košice-Staré Mesto, (MUDr. Jarmila Šulcová)","Československej armády 1175/18, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Jarmila \u0160ulcov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6008,Hospital,48.718419,21.264905,"Všeobecná ambulancia pre dospelých, MUDr. Ján Telepovský, Košice-Staré Mesto, (MUDr. Ján Telepovský)","Protifašistických Bojovníkov  11, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. J\u00e1n Telepovsk\u00fd ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6007,Hospital,48.70786,21.259845,"Všeobecná ambulancia pre dospelých, Magistr Kremena Bakalárová, Košice-Juh, (MEDICAL GROUP, s.r.o.)","Mudroňova 29, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""Mgr. Kremena Bakal\u00e1rov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6002,Hospital,48.731311,21.250681,"Všeobecná ambulancia pre deti a dorast, MUDr. Katarína Gombošová, PhD., Košice-Sever, (MEDTOM, s.r.o.)","Komenského 3678/37, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Tom\u00e1\u0161kov\u00e1 ako lek\u00e1r, MUDr. Katar\u00edna Gombo\u0161ov\u00e1, PhD. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fff,Hospital,48.728767,21.241499,"Všeobecná ambulancia pre dospelých, MUDr. Katarína Šajtyová, Košice-Sever, (Cievna klinika - IMEA, s.r.o.)","Letná 11/45, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""Torma Norbert MUDr. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5ffd,Hospital,48.724969,21.243461,"Všeobecná ambulancia pre deti a dorast, MUDr. Oľga Trebišovská, Košice-Staré Mesto, (TISS, spol. s r.o.)","Tatranská 1232/25, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. O\u013ega Trebi\u0161ovsk\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5ffc,Hospital,48.715814,21.231377,"Všeobecná ambulancia pre dospelých, MUDr. Adriana Trejbalová, Košice-Západ, (LECHMED, s.r.o.)","Brigádnická 2276/2A, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Adriana Trejbalov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5ff7,Hospital,48.70813,21.237199,"Všeobecná ambulancia pre dospelých, MUDr. Milan Urda, Košice-Západ, (MUDr. Milan Urda)","Trieda SNP 339/88, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Milan Urda ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5ff1,Hospital,48.713591,21.216302,"Všeobecná ambulancia pre deti a dorast, MUDr. Ladislav Várady, Košice-Sídlisko KVP, (VÁRADY s.r.o.)","Cottbuská 11, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Ladislav V\u00e1rady ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fef,Hospital,48.713668,21.216886,"Všeobecná ambulancia pre dospelých, MUDr. Ladislav Varga, Košice-Sídlisko KVP, (TAZARBU, spoločnosť s ručením obmedzeným)","Cottbuská 13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Ladislav Varga ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fec,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, MUDr. Tomáš Galko, Košice-Západ, (TAZARBU, spoločnosť s ručením obmedzeným)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Tom\u00e1\u0161 Galko ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fea,Hospital,48.731311,21.250681,"Všeobecná ambulancia pre deti a dorast, MUDr. Anna Szabóová, Košice-Sever, (BENEPED s.r.o.)","Komenského 3678/37, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Anna Szab\u00f3ov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fe8,Hospital,48.727288,21.251547,"Všeobecná ambulancia pre dospelých, MUDr. Marián Medera, Košice-Staré Mesto, (MEDIX s. r. o.)","Strojárenská 3426/11, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Mari\u00e1n Medera ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fe7,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre dospelých, MUDr. Valéria Vasiľová, Košice-Sídlisko KVP, (MUDr. Valéria Vasiľová)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Val\u00e9ria Vasi\u013eov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fdc,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre deti a dorast, MUDr. Lýdia Zborovjanová, Košice-Západ, (PEDMED s. r. o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. L\u00fddia Zborovjanov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fc4,Hospital,48.710226,21.232813,"Všeobecná ambulancia pre dospelých, MUDr. Darina Čechová, Košice-Západ, (Dr. Čechová, s.r.o.)","Gudernova 292/3, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Darina \u010cechov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fc0,Hospital,48.731311,21.250681,"Všeobecná ambulancia pre deti a dorast, MUDr. Marta Kičková, Košice-Sever, (Pedia Care s.r.o.)","Komenského 3678/37, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Magdal\u00e9na Dud\u00e1\u0161ov\u00e1 ako lek\u00e1r, MUDr. Marta Ki\u010dkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fbe,Hospital,48.735565,21.271926,"Všeobecná ambulancia pre dospelých, MUDr. Ján Béreš, Košice-Staré Mesto, (JLB DOCTOR s. r. o.)","Rampová 1731/7, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. J\u00e1n B\u00e9re\u0161 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fbd,Hospital,48.735179,21.246073,"Všeobecná ambulancia pre dospelých, MUDr. Valéria Vancáková, Košice-Sever, (VV MED s.r.o.)","Urbánkova 1559/2, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Val\u00e9ria Vanc\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fba,Hospital,48.713561,21.230944,"Všeobecná ambulancia pre dospelých, MUDr. Ľubomíra Dilýová, Košice-Západ, (Poliklinika Terasa s.r.o.)","Poliklinika Terasa, Toryská 275/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Franti\u0161ek Daboczi ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fb9,Hospital,48.713561,21.230944,"Všeobecná ambulancia pre deti a dorast, MUDr. Eva Adamcová, Košice-Západ, (Poliklinika Terasa s.r.o.)","Poliklinika Terasa, Toryská 275/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Franti\u0161ek Daboczi ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fb8,Hospital,48.715814,21.231377,"Všeobecná ambulancia pre dospelých, Košice-Západ, (Poliklinika Centrum s.r.o.)","Brigádnická 2276/2A, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Eva Buks\u00e1rov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fb7,Hospital,48.715814,21.231377,"Všeobecná ambulancia pre deti a dorast, Košice-Západ, (Poliklinika Centrum s.r.o.)","Brigádnická 2276/2A, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Eva Buks\u00e1rov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fb6,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre dospelých, Košice-Juh, (Cumulus s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""Popik Vojtech MUDr. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fb5,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre dospelých, Košice-Juh, (Cumulus s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""Popik Vojtech MUDr. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fb4,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre deti a dorast, Košice-Juh, (Cumulus s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""Popik Vojtech MUDr. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fb2,Hospital,48.708033,21.24471,"Všeobecná ambulancia pre dospelých, MUDr. Peter Smolnický,, Košice-Západ, (Ergomed Poliklinika, s.r.o.)","Moldavská 1360/21, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Mirwais Abdi ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fb1,Hospital,48.720537,21.211682,"Všeobecná ambulancia pre dospelých, MUDr. Miroslav Henžel, MUDr. Barlová Jana, MUDr. Lakatoš Alexander, Košice-Sídlisko KVP, (Poliklinika ProCare Košice s.r.o.)","Jána Pavla II. 3130/5, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Peter Majer ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fb0,Hospital,48.720537,21.211682,"Všeobecná ambulancia pre deti a dorast, MUDr. Adriena Tencerová, Košice-Sídlisko KVP, (Poliklinika ProCare Košice s.r.o.)","Jána Pavla II. 3130/5, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Peter Majer ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fab,Hospital,48.717932,21.256228,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Letecká vojenská nemocnica, a. s.)","Murgašova 1, 04086 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013dubom\u00edr Hud\u00e1k ako lek\u00e1r, MUDr. Babjak Pavel ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5faa,Hospital,48.717932,21.256228,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Letecká vojenská nemocnica, a. s.)","Murgašova 1, 04086 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013dubom\u00edr Hud\u00e1k ako lek\u00e1r, MUDr. Babjak Pavel ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fa9,Hospital,48.717932,21.256228,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Letecká vojenská nemocnica, a. s.)","Murgašova 1, 04086 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013dubom\u00edr Hud\u00e1k ako lek\u00e1r, MUDr. Babjak Pavel ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fa6,Hospital,48.718188,21.246042,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (Nemocnica AGEL Košice-Šaca a.s.)","Žriedlová 3384/11, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Pavol Rusn\u00e1k, MBA ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5fa5,Hospital,48.728797,21.242716,"Všeobecná ambulancia pre dospelých, Košice-Sever, (Nemocnica AGEL Košice-Šaca a.s.)","Letná 40, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. J\u00e1n Sl\u00e1vik ako lek\u00e1r, doc. MUDr. J\u00e1n Sl\u00e1vik, CSc. ako zubn\u00fd lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f93,Hospital,48.707791,21.257309,"Všeobecná ambulancia pre dospelých, Košice-Juh, (Univerzitná nemocnica L. Pasteura Košice)","Rastislavova 43, 04190 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013duboslav Be\u0148a , PhD. ako lek\u00e1r, MUDr. Du\u0161an Hrubala, CSc. ako zubn\u00fd lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f92,Hospital,48.723221,21.236872,"Všeobecná ambulancia, Košice-Západ, (Univerzitná nemocnica L. Pasteura Košice)","Trieda SNP 1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013duboslav Be\u0148a , PhD. ako lek\u00e1r, MUDr. Du\u0161an Hrubala, CSc. ako zubn\u00fd lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f8f,Hospital,48.722164,21.237415,"Všeobecná ambulancia, MUDr. Róbert Roland, Košice-Západ, (FMC - dialyzačné služby, s.r.o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Mahmoud Hassan ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f8d,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre dospelých, MUDr. Iveta Šurinová, Košice-Dargov.hrdinov, (PaPe Med s.r.o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Iveta \u0160urinov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-5f8c,Hospital,48.728767,21.241499,"Všeobecná ambulancia pre dospelých, MUDr. Matej Šajty, PhD., MPH, MBA, Košice-Sever, (MEDICOMP KOŠICE s.r.o.)","Letná 11/45, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Matej \u0160ajty, PhD., MBA, MPH ako lek\u00e1r""}"
